Artist,Track,Lyrics,Genre
Earl Hooker,Two Bugs and a Roach,"Hey Earl Hooker
 Yeah man
 Where you been so long man
 Oh man I been out there 1919 West Taylor
 What you been doing out there man
 Oh man I got there messin around with Ren and Dr Newhound man I had to get rid of them 2 bugs and that roach I had
 Howd you do that
 Oh man I hit it somethin like this Jack

 You keep tellin me about the way you get rid of that roach
 Yeah baby
 Cause Im pretty good yall
You know if you dont get rid of that bug man that bugll kill ya
Cause I had the same hes too heavy for me
Youre gettin down brother
 I had to get down or get out there or somethin
 That what you call soul feelin
 Thats right baby and that bug is soul too
 But let me see you get lil funky with it now
 Okay baby this is the way I got rid of that bug

 You know what I hate to see a bug and a roach fall like that with me got so much soul like it brother
 Yeah but that bug kill ya man
 Im intuitive 
 You guys dont know what kind of bug that was
 What you mean what kind of bug Thats Soul Bug there brother
 Yeah and hell take your soul too
 You better believe it if youre not in 
 Thats right
 Well I think Im agettin rid of this bug now BB
 Boy I sure hate to see you cuttin it loose
 Yeah but I gotta cut it loose baby
 Bad had nuff soul
 Yeah he almost got my soul too Jack
 You ever heard James Brown and that soul music
 Yeah
 Brother thats shonuff soul now
 I hear you baby
 It might get you down but it sure nough can get you well
 Yeah baby OW Kill that bug baby

 Thats why you kill that bug
 Man thats 
You know if I had that kinda bug Id hate to cut it loose man
 Do you know what kinda bug that was man
 What kinda bug was that man
 I said Danny call it TB Bug he was a monster
 Boy that headin for other kind of bug shonuff beatin it out
 Thats right baby I think we got rid of him though
OW Kill that bug
 Shonuff",blues
Shenandoah,Two Dozen Roses,"I brought flowers to your door last night
I done you wrong and I wanna make it right
You say Im not welcome here
I know it oughta be perfectly clear
But I cant help but wonder what it might be like


If I had two dozen roses
And an older bottle of wine
If I really coulda hung the moon
Would you change your mind
If I could cry a little harder
And get a little less sleep at night
If I had two dozen roses
Would it change your mind




Oh I must have been a fool back then
To lose something that you cant have again
Ive done all that I know to do
And second guessed my every move
I cant help but wonder how it might have been
See Shenandoah LiveGet tickets as low as 63
If I had two dozen roses
And an older bottle of wine
If I really coulda hung the moon
Would it change your mind
If I could cry a little harder
And get a little less sleep at night
If I had two dozen roses
Would it change your mind


If I could cry a little harder
And get a little less sleep at night
If I had two dozen roses
Would it change your mind
Oh baby would you change your mind
Oh baby would you change your mind
Oh baby would you change your mind


Oh baby could you change your mind
Oh baby would you change your mind",Country
All That Remains,Two Weeks,"And you neglected I called you out
Dont please
I said Were stronger than this now
You resurrected mistakes
Years past it seemed
And they exist to still haunt you


And still you feel like the loneliness
Is better replaced by this
I dont believe it this way
And I can see the fear in your eyes
Ive seen it materialize
Growing stronger each day


I could see it as you turned to stone
Still clearly I can hear you say
Dont leave dont give up on me
Two weeks and you ran away
I remember dont lie to me
You couldnt see that it was not that way
Swear I never gave up on you


I wanted nothing but for that trust again
And brick by brick you would take it
You feared of phantoms and none exist but you
You still saw fit to destroy it

And still you feel like the loneliness
Is better replaced by this
I dont believe it this way
And I can see the fear in your eyes
Ive seen it materialize
Growing stronger each day


I could see it as you turned to stone
Still clearly I can hear you say
Dont leave dont give up on me
Two weeks and you ran away
I remember dont lie to me
You couldnt see that it was not that way
Swear I never gave up on you




And you neglected I called you out dont please
I said Were stronger than this now
You feared of phantoms and none exist but you
You still saw fit to destroy it


And I can see the fear in your eyes
Ive seen it materialize
Growing stronger each day
I could see it as you turned to stone
Still clearly I can hear you say
Dont leave dont give up on me
Two weeks and you ran away


I could see it as you turned to stone
Still clearly I can hear you say
Dont leave dont give up on me
Two weeks and you ran away
I remember dont lie to me
You couldnt see that it was not that way
Swear I never gave up on you

I could see it as you turned to stone
Still clearly I can hear you say
Dont leave dont give up on me
Two weeks and you ran away
I remember dont lie to me
You couldnt see that it was not that way
Swear I never gave up on you10",metal
Rex & The Rhythm,Umbrella,"Rex  The Rhythm takes authority of his own sound as a Barbados bred Los Angeles based multiinstrumentalist and producer His lyrically poignant new single Umbrella highlights Rexs prolific gift for storytelling as he delves into a past relationship that got caught out in the rain

Umbrella mimics an unexpected storm with sundrenched riffs that devolve into dark fluid bass lines and thunderous percussive backdrops He sings Green leaves turn to auburn  Storm clouds are acomin  Penny for your thoughts but the wishing well is flooded Heartbreak often coms when we least xpect it disrupting the blue skies which we take for granted with cold lonely weather Rex  The Rhythm bears his soul over longing vignettes that reminisce on the daydream of what once wasRex  The Rhythm started his path as a musician as a member of the Caribpop group Cover Drive

Cover Drive garneredthree UK top ten hits multiplatinum and silver singles throughout his experiencein the group He has opened for an impressive array of artists includingRihanna Kelly Clarkson Ashanti and Lauryn Hill Umbrella is his latest release
httpsopenspotifycomtrack4hZD0IGfkJ6USPqraU4OePsi01eae934f01343c8INSTAGRAMTIKTOKWEBSITE",hiphop
Wayne Smith,Under Me Sleng Teng,"Way in my brain
Its way in my brain
Its way in my brain
Well now


Under me sleng teng me under me sleng teng
Under me sleng teng me under me eheheh
Under me sleng teng me under me sleng teng
Under me sleng teng me under me eheheh

Way in my brain no cocaine
I dont wanna I dont wanna go insane
Way in my brain no cocaine
I dont wanna I dont wanna go insane



Because in my eyes there is red like blood
And Ive been moving around like a human flood
Smoke comes out my mouth and out of my nose
I blow it in the air cause it must expose



In Westmoreland where the Sensi come from
Me put it in a crocus barrel upon the mini van
Take the seed and me make the hash oil
And me put in a barrel cos me know it no spoil


Under my sleneng teng
Me under my sleneng teng
Its way in my brain
Its way in my brain

In my eyes there is red like blood
And Ive been moving around like a human flood
Smoke comes out my mouth and out of my nose
I blow it in the air and make the smoke expose

In Westmoreland where the Sensi come from
Me put it in a crocus barrel upon the mini van
Take the seed and me make the hash oil
And me put in a barrel cos me know it no spoil



Because its way in my brain no cocaine
I dont wanna I dont wanna go insane
Way in my brain no cocaine
I dont wanna I dont wanna go insane

Oh no
Its way in my brain
Its way in my brain
Its way in my brain
I said me smoke it and me pass it through the window
And me give it to my next door neighbour
I said me smoke it and me pass it through the window
And me give it to my next door neighbour

Because in my eyes there is red like blood
And Ive been moving around like a human flood
Smoke comes out my mouth and out of my nose
I smoke it in the air cause it must expose



Way in my brain
Its way in my brain
Its way in my brain
Its way in my brain

I said me smoke it and me pass it through the window
And me give it to my next door neighbour
I said me smoke it and me pass it through the window
And me give it to my next door neighbour

In Westmoreland where the Sensi come from
I put it in the crocus barrel upon the mini van
Take the seed and me make the hash oil
And me put in the barrel cos me know it no spoil
1",reggae
Jennifer Nettles,Unlove You,"I could break down and cry
Laugh it off and deny
Draw lines in the sand
And count on both hands
All the reasons why
This just wont work
Itll be nothing but hurt
I can swear that I dont
And maybe one day I wont
But for how hard Ive tried


I cant unlove you
And a heart cant unbreak
I cant unfeel how it felt
To feel so much myself
My whole body ached
And I cant unknow this
Lord I wish I knew how
But I cant unlove you
So come love me for now


If I were 25
I know just what Id do
I would have already kissed
Till I was drunk on your lips
A thousand times too few
But we have other lives
And we know it aint right
This is going nowhere
If Im with you I dont care
Take me nowhere tonight

They call it fire
But it feels just like drowning
With the weight of my burning desire
Closing in all around me
I wasnt lost until you found me


And I cant unlove you
And a heart cant unbreak
I cant unfeel how it felt
To feel so much myself
My whole body ached
And I cant unknow this
Lord I wish I knew how
But I cant unlove you
So come love me for now


I cant unlove you
So come love me for now",Country
Sia,Unstoppable,"Ill smile I know what it takes to fool this town
Ill do it til the sun goes down and all through the night time
Oh yeah
Oh yeah Ill tell you what you wanna hear
Keep my sunglasses on while I shed a tear
Its never the right time yeahyeah


I put my armor on show you how strong I am
I put my armor on Ill show you that I am


Im unstoppable Im a Porsche with no brakes
Im invincible yeah I win every single game
Im so powerful I dont need batteries to play
Im so confident yeah Im unstoppable today
Unstoppable today unstoppable today
Unstoppable today Im unstoppable today


Breakdown only alone I will cry out loud
Youll never see whats hiding out
Hiding out deep down yeahyeah
I know Ive heard that to let your feelings show
Is the only way to make friendships grow
But Im too afraid now yeah

I put my armor on show you how strong I am
I put my armor on Ill show you that I am


Im unstoppable Im a Porsche with no brakes
Im invincible yeah I win every single game
Im so powerful I dont need batteries to play
Im so confident yeah Im unstoppable today
Unstoppable today unstoppable today
Unstoppable today Im unstoppable today
Unstoppable today unstoppable today
Unstoppable today Im unstoppable today


I put my armor on show you how strong I am
I put my armor on Ill show you that I am


Im unstoppable Im a Porsche with no brakes
Im invincible yeah I win every single game
Im so powerful I dont need batteries to play
Im so confident yeah Im unstoppable today
Unstoppable today unstoppable today
Unstoppable today Im unstoppable today
Unstoppable today unstoppable today
Unstoppable today Im unstoppable today27",pop
Buju Banton,Untold Strories,"While Im Living
Thanks Ill Be Giving
To the Most High You know


I am living while I am living to the father I will pray
Only him knows how we get through everyday
With all the hike in the price
Arm and leg we have to pay
While our leaders play


All I see people a rip and a rob and a rival
Thief never love fe see thief wid long bag
No love for the people who a sufferin bad
Another toll to the poll may God help we soul
What is to stop the youths from get out of control
Full up of education yet no own no payroll
The clothes on my back have countless eyehole
I could go on and on the full has never been told




Who can afford to run will run
But what about those who cant they will have to stay
Opportunity a scarce scarce commodity
In these times I say When mama spend her last and send you go class
Never you ever play
Its a competitive world for low budget people
Spending a dime while earning a nickel
With no regards to who it may tickle
My cup is full to the brim
I could go on and on the full has never been told



All I see people a rip and a rob and a rival
Tief never love fe see tief wid long bag
No love for the people who a sufferin bad
Another toll to the poll may God help we soul
What is to stop the youths from get out of control
Full up of education yet no on no payroll
The clothes on my back have countless eyehole
Could go on and on and the fool has never been thrown
On and On
Though this life keep getting me down
Dont give up now
Got to survive somehow
Could go on and on and the full has never been told




Who can afford to run will run
But what about those who cant they will have to stay
Opportunity a scarce scarce commodity
In these times I say When mama spend her last and send you go class
Never you ever play
Its a competitive world for low budget people
Spending a dime while earning a nickel
With no regards to who it may tickle
My cup is full to the brim
I could go on and on the full has never been told
I could go on and on the full has never been told
I could go on and on the full has never been told
I could go on and on the full has never been told
I could go on and on the full has never been told
I could go on and on the full has never been told
I could go on and on
The full has never
Been
Toooooold3",reggae
For All Eternity,Vacant Room,"There must be more to this vacant room that ive been sitting in
Scratching at the walls imprisoned in this state of mind
Brought into life with no hope in sight
Scratching at the walls of my new found home the paint sits deep under my nails
A constant reminder of the attempts ive madeTo escape from this place to free myself from pain
To loosen these chains
To escape from this place to free myself from pain
To rid my heart of hate Rid my life of hate
My mind an empty room with no windows to see through
Isolated from the truthfrom the truth
Do my eyes deceive me by what they have not seen
Freedom the one desire that will never ceaseThere must be more to this life of mine
There is something deep inside that testifies of a greater kind
I cannot simply reach out for something better
I sit here incapable of such a feat predetermined defeat
Unable to see past these walls around me
My mind an empty room with no windows to see through
Isolated from the truthfrom the truth
Do my eyes deceive me by what they have not seen
Freedom the one desire that will never cease
My heart it needs to change
I need a change",metal
Pyotr Ilyich Tchaikovsky,"Valse sentimentale, Op. 51, No. 6",-1,classical
Olivia Rodrigo,vampire,"Hate to give the satisfaction asking how youre doing now
Hows the castle built off peopleyoupretend to careabout
Just what you wanted
Look at youcool guy you got it
I see the parties and the diamonds sometimes when I close my eyes
Six months of torture you sold as some forbidden paradise
I loved you truly
You gotta laugh at the stupidity


Cause Ive made some real big mistakes
But you make the worst one look fine
I shouldve known it was strange
You only come out at night
I used to think I was smart
But you made me look so naive
The way you sold me for parts
As you sunk your teeth into me oh
Bloodsucker fame fucker
Bleedin me dry like a goddamn vampire

And every girl I ever talked to told me you were bad bad news
You called them crazy God I hate the way I called em crazy too
Youre so convincing
How do you lie without flinching How do you lie How do you lie How do you lie
Oh what a mesmerizing paralyzing fucked up little thrill
Cant figure out just how you do it and God knows I never will
Went for me and not her
Cause girls your age know better
See Olivia Rodrigo LiveGet tickets as low as 49
Ive made some real big mistakes
But you make the worst one look fine
I shouldve known it was strange
You only come out at night
I used to think I was smart
But you made me look so naive
The way you sold me for parts
As you sunk your teeth into me oh
Bloodsucker fame fucker
Bleedin me dry like a goddamn vampire

Ah
You said it was true love but wouldnt that be hard
You cant love anyone cause that would mean you had a heart
I tried to help you out now I know that I cant
Cause how you thinks the kind of thing Ill never understand


Ive made some real big mistakes
But you make the worst one look fine
I shouldve known it was strange
You only come out at night
I used to think I was smart
But you made me look so naive
The way you sold me for parts
As you sunk your teeth into me oh
Bloodsucker fame fucker
Bleedin me dry like a goddamn vampire35",pop
François Couperin,Vingt-Sixiéme Ordre - L'Epineuse,-1,classical
Georg Philipp Telemann,"Viola Concerto in G Major, TWV 51:G9: I. Largo",-1,classical
Alban Berg,"Violin Concerto ""To the Memory of an Angel"": I. Andante – Allegretto",-1,classical
Max Bruch,"Violin Concerto No. 1 in G Minor, Op. 26: III. Finale. Allegro energico",-1,classical
César Franck,"Violin Sonata in A major, FWV 8: IV. Allegretto poco mosso",-1,classical
Charli XCX,Von dutch,"Its okay to just admit that youre jealous of me
Yeah I heard you talk about me thats the word on the street
Youre obsessing just confess it put your hands up
Its obvious Im your number one


Its alright to just admit that Im the fantasy
Youre obsessing just confess it cause its obvious
Im your number one Im your number one
Im your number one yeah


Im just living that life
Von Dutch cult classic but I still pop
I get money you get mad because the banks shut
Yeah I know your little secret put your hands up
Its so obvious Im your number one life
Von Dutch cult classic in your eardrums
Why you lying You wont fuck unless he famous
Do that littl dance without it youd be namelss
Its so obvious Im your number one


Im your number one Im your number one
Im your number one yeah its so obvious
Im your number one Im your number one
Im your number one yeah its so obvious
See Charli XCX LiveGet tickets as low as 77
Its okay to just admit that youre jealous of me
Youre obsessing just confess it cause its obvious
Im your number one Im your number one
Im your number one Im your number one
Im your number one your number one
Your number one your number one


Im just living that life
Von Dutch cult classic but I still pop
I get money you get mad because the banks shut Banks shut
Yeah I know your little secret put your hands up
Its so obvious Im your number one life
Von Dutch cult classic in your eardrums
Why you lying You wont fuck unless he famous Hes famous
Do that little dance without it youd be nameless
Its so obvious Im your number one


Im your number one
Your number one your number one
Your number one your number one
Your number one your number one
Your number one your number one yeah

Im just living that life
Von Dutch cult classic but I still pop
I get money you get mad because the banks shut
Yeah I know your little secret put your hands up
Its so obvious Im your number one


Im the one your number one
Your number one your number one2",pop
Eek-A-Mouse,Wa-Do-Dem,"A wa do dem a wa do dem dem dem Hey
A wa do dem a wa do dem dem dem
A mi no know A mi no knooow Hey
Mi no know A mi no knooow Hey


Mi say mi love a fi mi virgin girl
Mi say mi love a fi mi virgin girl
Jah know mi really love her so
Jah know mi really love her so


Mi love fi see her when she walk an pose
Fancy rose to match her clothes
Jah know fi mi virgin girl
Jah know fi mi virgin girl
Mi love fi see her when her hair full of curl
Anywhere she go people love her in the world
She dont worship diamond she dont worship pearl
Jah know fi mi virgin girl
Jah know a fi mi virgin girl


A wa do dem a wa do dem dem dem
Cah wa do dem a wa do dem dem dem
A mi no know A mi no knooow
Mi no know A mi no knooow

Biddiebiddie bongong
Giddie bongong giddiemen 


Di two of we a walk an di two of we a talk
She a wear rose an a mi a wear black
We hug up an pass in a sun shade glass
An little after dat we gone a Kingston Park Hey
Whole heap a people jus a start to laugh
She too short an a mi too tall
She too short an a mi too tall Hey


Cah wa do dem a wa do dem dem dem Hey
Cah wa do dem a wa do dem dem dem
Cah mi no know Mi no knooow
A mi no know A mi no knooow


Mi say mi lovea fi mi virgin girl
Mi say mi lovea fi mi virgin girl
Jah know mi really love her so
Jah know mi really love her so


Mi love fi see her when she walk an pose
Fancy rose to match her clothes
Jah know fi mi virgin girl
Jah know a fi mi virgin girl
Mi love fi see her when her hair full of curl
Anywhere she go people love her in the world
She dont worship diamond she dont worship pearl
Jah know a fi mi virgin girl

A weddadedadendenden
A wa do dem a wa do dem dem dem
Cah mi no know Cah mi no knooow
Mi no know A mi no knooow


We take a walk for a Kingston mall
Whole heap of people jus a start to laugh
Because a she too short an a mi too tall
She too short an a mi too tall Hey


Cah wa do dem A wa do dem dem dem
Cah wa do dem A wa do dem dem dem
Cah mi no knoow mi no knowow mi no knooow
Mi no knoow mi no knowow mi no knooow





Di two of we a walk an di two of we a talk
She a wear rose an a mi a wear black
We hug up an pass in a sun shade glass
An little after dat we gone a Kingston Park
Whole heap a people jus a start to laugh
Mi said a she too short an a mi too tall
She too short an a mi too tall Hey

A wa do dem a wa do dem dem dem
A wa do dem a wa do dem dem dem
A mi no know A mi no knooow
Mi no know A mi no knooow2",reggae
Pantera,Walk,"Cant you see Im easily bothered by persistence
One step from lashing out at you
You want in to get under my skin and call yourself a friend
Ive got more friends like you what do I do


Is there no standard anymore
What it takes who I am
Where Ive been belong
You cant be something youre not
Be yourself by yourself
Stay away from me
A lesson learned in life
Known from the dawn of time


Respect
Walk
What did you say
Respect
Walk
Are you talking to me
Are you talking to me


Run your mouth when Im not around its easy to achieve
You cry to weak friends that sympathize
Can you hear the violins playing your song
Those same friends tell me your every word

Is there no standard anymore
What it takes who I am
Where Ive been belong
You cant be something youre not
Be yourself by yourself
Stay away from me
A lesson learned in life
Known from the dawn of time


Respect
Walk
What did you say
Respect
Walk
Are you talking to me
Respect
Walk
What did you say
Respect
Walk
Are you talking to me
Are you talking to me
No way punk



Respect
Walk
What did you say
Respect
Walk
Are you talking to me
Respect
Walk
What did you say
Respect
Walk
Are you talking to me
Are you talking to me


Walk on home boy39",rock
Sonny Terry and Brownie McGhee,Walk On,"Walk on walk on walk on I walk on
Im gonna keep on walkin till I find my way back home

Well you might gets worried when your shoes get bend
You dont know where you goin but you do know where you been

I see so many people happy I cant get used to happiness
Maybe it is true happiness is not for me I guess

Well the world is too high highways are too long
No need of us bein together we cant get along

One more time now Im gonna keep on walkin till I find my way back home
Walk a little further one more time now
Im gonna keep on walkin till I find my way back home
Lets walk together now
Im gonna keep on walkin till I find my way back home
Hey walk on",blues
"Robert Lockwood, Jr.",Walkin' Blues,"Come on baby
Take a little walk with me
Come on baby
Take a little walk with me
Back to the same old place
Where we long to be
Come on baby
Take a little walk with me
Come on
Take a little walk with me
Back to the same old place Memphis Tennessee


Early one morning just about
Half past three
You done something thats really
Worrying me


Come on
Take a little walk with me
To the same old place where we long to be


Lets talk a walk out on the old avenue
I have got something for you to do

Come on baby
Take a little walk with me
To the same old place where we long to be


Come on baby now you know we going to walk so slow
Until every time you see me youll want to walk some more


Come on baby
Take a little walk with me
To the same old place where we long to be",blues
Jimmy Rogers,Walking By Myself,"Walking by myself
I hope youll understand
I just want to be your lovin man

I love ya yes I love you
With my heart and soul
I wouldnt mistreat you
For my weight in gold

You know I love you
You know its true
Give you all my love babe
What more can I do

Walking by myself
I hope youll understand
I just want to be your lovin man
Here we go
Keep on walkin

You know I love you
You know its true
I give you all my love babe
What more can I do

Im walking by myself
I hope youll understand
I just want to be your lovin man
I said Im walking by myself
I hope youll understand
I just want to be your lovin
I just want to be your lovin
I just want to be your lovin man
Thats right",blues
The Color Morale,Walls,"I feel at home with shadows from ghosts of the living
I dance along to melodies as silent choirs sing
Im sick of always giving when theres nothing left to lose
This place were in is breaking its trying to break me too


I built these walls to keep the outside world from me
And Ill fight to stay in the hell of my own mind
Its safer on the inside
Underneath where you cant ever get to me
And Ill fight to stay in the hell of my own mind
Its safer on the inside


Built these walls its safer on the inside
Built these walls its safer on the inside


Chaos reigns inside of all of us
All this pain its not where I belong
Its not my fate and youre a hypocrite
Youre the dying proof of it now I know
Broken people just like you can be so dangerous
Knowing youll survive by feeding off the rest of us

I built these walls to keep the outside world from me
And Ill fight to stay in the hell of my own mind
Its safer on the inside
Underneath where you cant ever get to me
And Ill fight to stay in the hell of my own mind
Its safer on the inside


Built these walls its safer on the inside
Built these walls its safer on the inside
Built these walls its safer on the inside
Built these walls its safer on the inside


Its safer on the inside
Its safer on the inside


I built these walls to keep the outside world from me
And Ill fight to stay in the hell of my own mind
Its safer on the inside its safer on the inside
Underneath where you cant ever get to me
And Ill fight to stay in the hell of my own mind
Its safer on the inside

Built these walls its safer on the inside
Built these walls its safer on the inside
Built these walls its safer on the inside
Built these walls its safer on the inside1",metal
Spice Girls,Wannabe,"Hahahahaha


Yo Ill tell you what I want
What I really really want
So tell me what you want
What you really really want
Ill tell you what I want
What I really really want
So tell me what you want
What you really really want
I wanna Hey I wanna Hey
I wanna Hey I wanna Hey
I wanna really really really wanna zigazig ah


If you want my future
Forget my past
If you wanna get with me
Better make it fast
Now dont go wasting
My precious time
Get your act together we could be just fine


Ill tell you what I want
What I really really want
So tell me what you want
What you really really want
I wanna Hey I wanna Hey
I wanna Hey I wanna Hey
I wanna really really really wanna zigazig ah

If you wanna be my lover
You gotta get with my friends Gotta get with my friends
Make it last forever friendship never ends
If you wanna be my lover
You have got to give
Taking is too easy but thats the way it is


Oh what you think about that
Now you know how I feel
Say you could handle my love
Are you for real Are you for real
I wont be hasty
Ill give you a try
If you really bug me then Ill say goodbye


Yo Ill tell you what I want
What I really really want
So tell me what you want
What you really really want
I wanna Hey I wanna Hey
I wanna Hey I wanna Hey
I wanna really really really wanna zigazig ah

If you wanna be my lover
You gotta get with my friends Gotta get with my friends
Make it last forever friendship never ends
If you wanna be my lover
You have got to give Youve got to give
Taking is too easy but thats the way it is


So heres a story from A to Z
You wanna get with me you gotta listen carefully
We got Em in the place who likes it in your face
We got G like MC who likes it on an
Easy V doesnt come for free shes a real lady
And as for me haha youll see
Slam your body down and wind it all around
Slam your body down and wind it all around


If you wanna be my lover
You gotta get with my friends Gotta get with my friends
Make it last forever friendship never ends
If you wanna be my lover
You have got to give Youve got to give
Taking is too easy but thats the way it is

If you wanna be my lover
You gotta you gotta
You gotta you gotta you gotta slam
Make it last forever Slam slam slam
Slam your body down and wind it all around
Slam your body down and wind it all around
Hey hey hey hey hey
Slam your body down and wind it all around
Slam your body down and zigazig ah


If you wanna be my lover33",pop
Max Romeo,War Ina Babylon,"It sipple out deh


War in a babylon tribal war in a Babylon Let me tell
It sipple out deh Wha you say
It sipple out deh Oh yeah
War in a babylon tribal war in a Babylon
It sipple out deh Wha you say
It sipple out deh Oh yeah


Di baba men no like di dreadlocks man Ahah
Di dreadlocks man no like di baba man No
Di police men no like di dreadlocks man Ahah
Di dreadlocks man no like di police man No


War in a babylon tribal war in a Babylon Let me tell
It sipple out deh Wha you say
It sipple out deh Oh yeah
War in a babylon tribal war in a Babylon
It sipple out deh Wha you say
It sipple out deh Oh yeah


When come pride then cometh shame Ahah
A man pride shall bring him low yeah Oh yeah
Honour shall uphold the humble in spirit Ahah
And you know its true yeah Oh yeah

War in a babylon tribal war in a Babylon Wha you say
It sipple out deh So weh fi do
We slide out deh Oh yeah
War in a babylon tribal war in a Babylon Wha you say
It sipple out deh So weh fi do
We have fi slide out deh Oh yeah
It sipple out deh So weh fi do
We have fi slide out deh Oh yeah
It sipple out deh Look at that
Let we slide out deh Oh yeah


Marcus Garvey prophecise say Ahah
One mus live 10 miles away yeah In this time
Iman satta at the mountain top Ahah
Watching Babylon burning red hot red hot


War in a babylon tribal war in a Babylon Look at that
It sipple out deh So weh fi do
Let we slide out deh Oh yeah
War in a babylon tribal war in a Babylon So weh fi do
It sipple out deh So weh fi do
Make we slide out deh Oh yeah
It sipple out deh So weh fi do
Make we slide out deh Oh yeah",reggae
The Ghost Inside,Wash It Away,"I lay awake trapped in the same routine repeating over and over
I look ahead and I start to feel the dread of growing older and older
So whats it gonna take to finally make a change
Im shaking like an earthquake


Its been building up and become too much
Like the pouring rain we can wash it away
When youve had enough and it starts to flood
We can break like a tidal wave and wash it away


I hear the wind
A storm is moving in its getting closer and closer
For all these days Ive been my own barricade Im not afraid anymore
So watch me break at the shore


Its been building up and become too much
Like the pouring rain we can wash it away
When youve had enough and it starts to flood
We can break like a tidal wave and wash it away


So let it wash away
So sick and tired of waiting
Wont stop till Im bleeding
Break at the shore
You gotta wash it away
So sick and tired of waiting
Wont stop till Im bleeding
See The Ghost Inside LiveGet tickets as low as 39
Its been building up and become too much
Like the pouring rain we can wash it away


When youve had enough and it starts to flood
We can break like a tidal wave and wash it away
We can wash it away
We can break like a tidal wave and wash it away",metal
Tracy Byrd,Watermelon Crawl,"I was drivin through Georgia in late July
On a day hot enough to make the devil sigh
I saw a homemade sign writtin in red
Rhine county watermelon festival ahead


Well I wasnt in a hurry so I slowed down
Took a two lane road to a one horse town
There was a party goin on when I got there
I heard a welcome speech from a small town mayor


He said we got a hundred gallons of sweet red wine
Made from the biggest watermelons on the vine
Help yourself to some but obey the law
If you drink dont drive do the watermelon crawl


When the band started playin the watermelon queen
Said let me show you somethin that you aint never seen
She grabbed me by the arm said come on lets go
She dipped down spun around and docedoed


She rocked back on her heels dropped down to her knees
She crawled across the floor and jumped back to her feet
She wiggled and she giggled and be all you ever saw
She said this is how you do the watermelon crawl

She said we got a hundred gallons of sweet red wine
Made from the biggest watermelons on the vine
Help yourself to some but obey the law
If you drink dont drive do the watermelon crawl


If youre ever down in Georgia around about July
If you aint in a hurry then you oughta stop by
I can guarantee that youre goin have a ball
Learnin how to do the watermelon crawl


Well we got a hundred gallons of sweet red wine
Made from the biggest watermelons on the vine
Help yourself to some but obey the law
If you drink dont drive do the watermelon crawl
Yeah do the watermelon crawl
Have fun you all
Do the watermelon crawl",Country
Ariana Grande,we can't be friends (wait for your love),"I didnt think youd understand me
How could you ever even try
I dont wanna tiptoe but I dont wanna hide
But I dont wanna feed this monstrous fire
Just wanna let this story die
And Ill be alright


We cant be friends
But Id like to just pretend
You cling to your papers and pens
Wait until you like me again


Wait for your love
Lolove Ill wait for your love


Me and my truth we sit in silence
Mm
Baby girl its just me and you
Cause I dont wanna argue but I dont wanna bite
My tongue yeah I think Id rather die
You got me misunderstood
But at least I look this good

We cant be friends
But Id like to just pretend
You cling to your papers and pens
Wait until you like me again


Wait for your love
Lolove Ill wait for your love
Ill wait for your love
Lolove Ill wait for your love


Know that you made me
I dont like how you paint me yet Im still here hanging
Not what you made me
Its somethin like a daydream
But I feel so seen in the night
So for now its only me
And maybe thats all I need


We cant be friends
But Id like to just pretend
You cling to your papers and pens
Wait until you like me again

Wait for your love
Lolove Ill wait for your love
Ill wait for your love
Lolove Ill wait for your love


Ill wait for your love
Ill wait for your love
Ill wait for your love
Ill wait for your love
Ill wait for your love9",pop
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),"ZAYN  PILLOWTALK
Charlie Puth  We Dont Talk Anymore feat Selena Gomez
Bishop  River
Tory Lanez  LA Confidential
Sia  Cheap Thrills
Travis Mills  Dont Need Much
Akon  Hypnotized
Lincoln Jesser  Baby Boy feat Yuna
Betsy  Fair
Strangers You Know  Used
Wet  Youre the Best
St Lucia  Game 4 U
Tritonal  Blackout feat Steph Jones
Dawn Richard  Not Above That
Michael Brun  Wherever I Go feat The Audio Institute
Sia  Reaper
Dreezy  Body feat Jeremih
SNBRN  Gangsta Walk feat Nate Dogg
Lemaitre  Stepping Stone feat Mark Johns
School of Seven Bells  Ablaze
Flume  Smoke  Retribution feat Vince Staples  KUKA
ISHi  We Run feat French Montana Raekwon  Wale
J Cole  GOMD Live
Kevin Gates Jam feat Trey Songz Ty Dolla ign  Jamie Foxx
Pell  In the Morning feat Stephen  Caleborate
A R I Z O N A  I Was Wrong
Foxes  Wicked Love
Daughtry  Torches
Charles Kelly  Leaving Nashville
W Darling  Dizzy
Adam Friedman  Pretty Things
Harriet  Ten Steps
Katie Day  Kids
Betablock3r  What You Wanted
Suuns  Translate
Marit Larsen  Please Dont Fall for Me
Lola Marsh  In Good Times
Edward Sharpe  The Magnetic Zeros  Free Stuff
BRNS  Bennie  The Jets Live from SXSW 2015
MOTHXR  She Cant Tell
Sivik  Last Night
Gibbz  Stay for a While
Emmi  My Kinda Swag
Aquilo  Best of Us Go Down
Just Kiddin  Only for you
Lontalius  Glow
J Churcher  Yesterday
POP ETC  What Am I Becoming
Cold Chilling Collective  It Was a Good Day feat Danelle
HAERTS  Eva1",pop
